gene_ID,Name,moduleColor,MM,Mycobrowser Functional Category,GO-SLIM: biological_process,GO-SLIM: molecular_function
gene:Rv2105,Rv2105,greenyellow,0.804026929,insertion seqs and phages,NA,NA
gene:Rv2106,Rv2106,greenyellow,0.833693088,insertion seqs and phages,NA,NA
gene:Rv2107,PE22,salmon4,0.742112716,PE/PPE,NA,NA
gene:Rv2108,PPE36,purple,0.272347865,PE/PPE,NA,NA
gene:Rv2109c,prcA,blue,-0.033584582,intermediary metabolism and respiration,protein catabolic process,"catalytic activity, acting on a protein, hydrolase activity"
gene:Rv2110c,prcB,darkturquoise,0.629776047,intermediary metabolism and respiration,protein catabolic process,"catalytic activity, acting on a protein, hydrolase activity"
gene:Rv2111c,pup,turquoise,0.629939352,intermediary metabolism and respiration,"protein modification process, protein catabolic process",protein tag
gene:Rv2112c,dop,magenta,0.737231573,intermediary metabolism and respiration,"protein catabolic process, protein modification process","catalytic activity, acting on a protein, hydrolase activity"
gene:Rv2113,Rv2113,magenta,0.669127689,cell wall and cell processes,NA,NA
gene:Rv2114,Rv2114,black,0.6955269,conserved hypotheticals,NA,NA
gene:Rv2115c,mpa,white,0.835403691,cell wall and cell processes,protein catabolic process,"catalytic activity, acting on a protein, hydrolase activity"
gene:Rv2116,lppK,turquoise,0.02802933,cell wall and cell processes,NA,NA
gene:Rv2117,Rv2117,greenyellow,0.448898808,conserved hypotheticals,NA,NA
gene:Rv2118c,Rv2118c,brown,0.671604461,intermediary metabolism and respiration,NA,NA
gene:Rv2119,Rv2119,tan,0.778470859,conserved hypotheticals,NA,NA
gene:Rv2120c,Rv2120c,blue,0.126847208,cell wall and cell processes,NA,NA
gene:Rv2121c,hisG,grey60,0.872310491,intermediary metabolism and respiration,cellular amino acid metabolic process,transferase activity
gene:Rv2122c,hisE,grey60,0.900042517,intermediary metabolism and respiration,cellular amino acid metabolic process,hydrolase activity
gene:Rv2123,PPE37,grey60,0.960755064,PE/PPE,NA,NA
gene:Rv2124c,metH,turquoise,0.534457089,intermediary metabolism and respiration,"sulfur compound metabolic process, cellular amino acid metabolic process","sulfur compound metabolic process, cellular amino acid metabolic process, transferase activity"
gene:Rv2125,Rv2125,turquoise,0.034663839,conserved hypotheticals,NA,NA
gene:Rv2126c,PE_PGRS37,lightcyan,0.546912791,PE/PPE,NA,NA
gene:Rv2127,ansP1,blue,0.754652977,cell wall and cell processes,transmembrane transport,NA
gene:Rv2128,Rv2128,blue,0.728829455,cell wall and cell processes,NA,NA
gene:Rv2129c,Rv2129c,violet,0.844806863,intermediary metabolism and respiration,NA,NA
gene:Rv2130c,mshC,turquoise,0.530641389,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, sulfur compound metabolic process, cellular amino acid metabolic process, tRNA metabolic process","catalytic activity, acting on RNA, ligase activity"
gene:Rv2131c,cysQ,turquoise,0.637371682,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, sulfur compound metabolic process, carbohydrate metabolic process",hydrolase activity
gene:Rv2132,Rv2132,turquoise,0.523759184,conserved hypotheticals,"regulation of transcription, DNA-templated",NA
gene:Rv2133c,Rv2133c,white,0.919022319,conserved hypotheticals,NA,NA
gene:Rv2134c,Rv2134c,white,0.941932209,conserved hypotheticals,NA,NA
gene:Rv2135c,Rv2135c,pink,0.624809438,conserved hypotheticals,NA,isomerase activity
gene:Rv2136c,Rv2136c,blue,-0.022350342,cell wall and cell processes,NA,NA
gene:Rv2137c,Rv2137c,darkgreen,0.75175064,conserved hypotheticals,NA,NA
gene:Rv2138,lppL,turquoise,0.207851236,cell wall and cell processes,NA,NA
gene:Rv2139,pyrD,magenta,0.695421715,intermediary metabolism and respiration,"nucleobase-containing small molecule metabolic process, carbohydrate derivative metabolic process",oxidoreductase activity
gene:Rv2140c,TB18.6,black,0.672325378,conserved hypotheticals,NA,NA
gene:Rv2141c,Rv2141c,yellow,0.23997737,intermediary metabolism and respiration,cellular amino acid metabolic process,hydrolase activity
gene:Rv2142c,parE2,green,0.806229405,"virulence, detoxification, adaptation",NA,NA
gene:Rv2142A,parD2,green,0.884885374,"virulence, detoxification, adaptation",detoxification,molecular sequestering activity
gene:Rv2143,Rv2143,white,0.936217413,conserved hypotheticals,NA,NA
gene:Rv2144c,Rv2144c,orangered4,0.78124797,cell wall and cell processes,NA,NA
gene:Rv2145c,wag31,turquoise,-0.237075662,cell wall and cell processes,cell wall organization or biogenesis,NA
gene:Rv2146c,Rv2146c,lightgreen,0.825516582,cell wall and cell processes,NA,NA
gene:Rv2147c,Rv2147c,lightyellow,0.857231912,conserved hypotheticals,NA,NA
gene:Rv2148c,Rv2148c,magenta,0.886379916,conserved hypotheticals,NA,NA
gene:Rv2149c,yfiH,brown,0.715484575,conserved hypotheticals,NA,NA
gene:Rv2150c,ftsZ,brown,0.882101547,cell wall and cell processes,"protein-containing complex assembly, cytoskeleton organization, cytokinesis, reproductive process",GTPase activity
gene:Rv2151c,ftsQ,pink,0.747079533,cell wall and cell processes,"cytokinesis, reproductive process",NA
gene:Rv2152c,murC,magenta,0.8029792,cell wall and cell processes,"carbohydrate derivative metabolic process, cell wall organization or biogenesis",ligase activity
gene:Rv2153c,murG,brown,0.780310531,cell wall and cell processes,"lipid metabolic process, carbohydrate metabolic process, cell wall organization or biogenesis, carbohydrate derivative metabolic process",transferase activity
gene:Rv2154c,ftsW,pink,0.79857354,cell wall and cell processes,"carbohydrate derivative metabolic process, cell wall organization or biogenesis","transmembrane transport, transporter activity, transferase activity"
gene:Rv2155c,murD,brown,0.711832744,cell wall and cell processes,"cell wall organization or biogenesis, carbohydrate derivative metabolic process",ligase activity
gene:Rv2156c,murX,plum1,0.736747436,cell wall and cell processes,NA,NA
gene:Rv2157c,murF,violet,0.882176408,cell wall and cell processes,"cell wall organization or biogenesis, carbohydrate derivative metabolic process",ligase activity
gene:Rv2158c,murE,violet,0.94724619,cell wall and cell processes,"carbohydrate derivative metabolic process, cell wall organization or biogenesis",ligase activity
gene:Rv2159c,Rv2159c,violet,0.957134662,conserved hypotheticals,detoxification,"oxidoreductase activity, antioxidant activity"
gene:Rv2160A,Rv2160A,violet,0.96916056,regulatory proteins,NA,DNA binding
gene:Rv2160c,Rv2160c,violet,0.932556403,regulatory proteins,"regulation of transcription, DNA-templated",NA
gene:Rv2161c,Rv2161c,violet,0.965724849,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv2162c,PE_PGRS38,plum2,0.835934111,PE/PPE,NA,NA
gene:Rv2163c,pbpB,darkred,0.564253839,cell wall and cell processes,"cell wall organization or biogenesis, carbohydrate derivative metabolic process",NA
gene:Rv2164c,Rv2164c,turquoise,0.27670332,cell wall and cell processes,NA,NA
gene:Rv2165c,Rv2165c,yellow,-0.143664474,conserved hypotheticals,NA,NA
gene:Rv2166c,Rv2166c,turquoise,0.413100538,conserved hypotheticals,NA,NA
gene:Rv2167c,Rv2167c,greenyellow,0.868071065,insertion seqs and phages,NA,NA
gene:Rv2168c,Rv2168c,paleturquoise,0.867913654,insertion seqs and phages,NA,NA
gene:Rv2169c,Rv2169c,lightgreen,0.905227191,cell wall and cell processes,NA,NA
gene:Rv2170,Rv2170,salmon,0.544128904,intermediary metabolism and respiration,NA,transferase activity
gene:Rv2171,lppM,skyblue,0.934983413,cell wall and cell processes,NA,lipid binding
gene:Rv2172c,Rv2172c,turquoise,0.520185053,conserved hypotheticals,NA,NA
gene:Rv2173,idsA2,brown,0.663860237,lipid metabolism,lipid metabolic process,transferase activity
gene:Rv2174,mptA,pink,0.735561537,cell wall and cell processes,"carbohydrate derivative metabolic process, lipid metabolic process",transferase activity
gene:Rv2175c,Rv2175c,white,0.859396825,regulatory proteins,protein modification process,DNA binding
gene:Rv2176,pknL,cyan,0.671651526,regulatory proteins,protein modification process,"catalytic activity, acting on a protein, transferase activity"
gene:Rv2177c,Rv2177c,skyblue,0.568554663,insertion seqs and phages,DNA recombination,"catalytic activity, acting on DNA, DNA binding"
gene:Rv2178c,aroG,magenta,0.447573397,intermediary metabolism and respiration,"protein-containing complex assembly, cellular amino acid metabolic process",transferase activity
gene:Rv2179c,Rv2179c,red,0.572888503,conserved hypotheticals,NA,NA
gene:Rv2180c,Rv2180c,yellow,0.723517664,cell wall and cell processes,NA,NA
gene:Rv2181,Rv2181,darkorange,0.649133526,cell wall and cell processes,"carbohydrate derivative metabolic process, lipid metabolic process",transferase activity
gene:Rv2182c,Rv2182c,lightgreen,0.859132138,conserved hypotheticals,lipid metabolic process,transferase activity
gene:Rv2183c,Rv2183c,orangered4,0.768773772,conserved hypotheticals,NA,NA
gene:Rv2184c,Rv2184c,orangered4,0.825613996,conserved hypotheticals,NA,hydrolase activity
gene:Rv2185c,TB16.3,turquoise,-0.133696342,conserved hypotheticals,NA,NA
gene:Rv2186c,Rv2186c,lightyellow,0.724419092,conserved hypotheticals,NA,NA
gene:Rv2187,fadD15,black,0.641845657,lipid metabolism,"lipid metabolic process, cell wall organization or biogenesis","lipid metabolic process, ligase activity"
gene:Rv2188c,pimB,turquoise,0.044744012,lipid metabolism,"carbohydrate derivative metabolic process, lipid metabolic process",transferase activity
gene:Rv2189c,Rv2189c,tan,0.740987799,conserved hypotheticals,NA,NA
gene:Rv2190c,Rv2190c,pink,0.874559114,"virulence, detoxification, adaptation",NA,"catalytic activity, acting on a protein, hydrolase activity"
gene:Rv2191,Rv2191,brown,0.687355938,information pathways,DNA replication,"DNA binding, catalytic activity, acting on DNA, transferase activity, hydrolase activity"
gene:Rv2192c,trpD,magenta,0.883691569,intermediary metabolism and respiration,cellular amino acid metabolic process,transferase activity
gene:Rv2193,ctaE,blue,0.4226415,intermediary metabolism and respiration,"generation of precursor metabolites and energy, transmembrane transport","generation of precursor metabolites and energy, oxidoreductase activity, transmembrane transport, transporter activity"
gene:Rv2194,qcrC,blue,0.681621387,intermediary metabolism and respiration,"generation of precursor metabolites and energy, transmembrane transport","generation of precursor metabolites and energy, oxidoreductase activity, transmembrane transport, transporter activity"
gene:Rv2195,qcrA,blue,0.733747476,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv2196,qcrB,blue,0.721080766,intermediary metabolism and respiration,"generation of precursor metabolites and energy, transmembrane transport","generation of precursor metabolites and energy, oxidoreductase activity, transmembrane transport, transporter activity"
gene:Rv2197c,Rv2197c,pink,0.805809192,cell wall and cell processes,NA,NA
gene:Rv2198c,mmpS3,brown,0.529750036,cell wall and cell processes,NA,NA
gene:Rv2199c,Rv2199c,blue,0.663318216,cell wall and cell processes,NA,NA
gene:Rv2200c,ctaC,blue,0.674530189,intermediary metabolism and respiration,"generation of precursor metabolites and energy, transmembrane transport","transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity"
gene:Rv2201,asnB,red,0.363144713,intermediary metabolism and respiration,cellular amino acid metabolic process,ligase activity
gene:Rv2202c,adoK,red,0.701118474,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process","carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, transferase activity"
gene:Rv2203,Rv2203,steelblue,0.630916928,cell wall and cell processes,NA,NA
gene:Rv2204c,Rv2204c,white,0.881305833,conserved hypotheticals,"protein maturation, sulfur compound metabolic process",NA
gene:Rv2205c,Rv2205c,turquoise,0.587969387,conserved hypotheticals,NA,transferase activity
gene:Rv2206,Rv2206,turquoise,-0.025956694,cell wall and cell processes,NA,NA
gene:Rv2207,cobT,brown,0.762632231,intermediary metabolism and respiration,vitamin metabolic process,transferase activity
gene:Rv2208,cobS,brown,0.64994405,intermediary metabolism and respiration,vitamin metabolic process,transferase activity
gene:Rv2209,Rv2209,darkturquoise,0.923518266,cell wall and cell processes,NA,NA
gene:Rv2210c,ilvE,tan,0.666343477,intermediary metabolism and respiration,"sulfur compound metabolic process, cellular amino acid metabolic process, protein modification process",transferase activity
gene:Rv2211c,gcvT,thistle2,0.856424617,intermediary metabolism and respiration,cellular amino acid metabolic process,transferase activity
gene:Rv2212,Rv2212,green,0.540812343,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, signaling, intracellular","lyase activity, cyclase activity, lipid binding"
gene:Rv2213,pepB,mediumpurple3,0.781703708,intermediary metabolism and respiration,NA,NA
gene:Rv2214c,ephD,pink,0.761935513,"virulence, detoxification, adaptation",NA,"oxidoreductase activity, hydrolase activity"
gene:Rv2215,dlaT,brown,0.732586748,intermediary metabolism and respiration,"detoxification, carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, generation of precursor metabolites and energy, carbohydrate metabolic process","oxidoreductase activity, lipid binding, transferase activity, antioxidant activity, catalytic activity, acting on a protein"
gene:Rv2216,Rv2216,pink,0.638927372,conserved hypotheticals,lipid metabolic process,oxidoreductase activity
gene:Rv2217,lipB,turquoise,0.113759692,intermediary metabolism and respiration,"sulfur compound metabolic process, lipid metabolic process, protein maturation, protein modification process","catalytic activity, acting on a protein, transferase activity"
gene:Rv2218,lipA,black,0.332316517,intermediary metabolism and respiration,"sulfur compound metabolic process, lipid metabolic process, protein maturation, protein modification process","sulfur compound metabolic process, lipid metabolic process, transferase activity"
gene:Rv2219,Rv2219,lightcyan1,0.672624882,cell wall and cell processes,NA,NA
gene:Rv2219A,Rv2219A,lightcyan1,0.736152529,cell wall and cell processes,NA,NA
gene:Rv2220,glnA1,yellowgreen,0.721843009,intermediary metabolism and respiration,cellular amino acid metabolic process,ligase activity
gene:Rv2221c,glnE,darkgrey,0.624385693,intermediary metabolism and respiration,NA,"transferase activity, catalytic activity, acting on a protein, hydrolase activity"
gene:Rv2222c,glnA2,steelblue,0.673800283,intermediary metabolism and respiration,cellular amino acid metabolic process,"hydrolase activity, ligase activity"
gene:Rv2223c,Rv2223c,magenta,0.358562841,cell wall and cell processes,NA,NA
gene:Rv2224c,caeA,lightgreen,0.584388487,cell wall and cell processes,NA,NA
gene:Rv2225,panB,turquoise,0.478131526,intermediary metabolism and respiration,"vitamin metabolic process, cellular modified amino acid metabolic process",transferase activity
gene:Rv2226,Rv2226,red,0.359830312,conserved hypotheticals,NA,NA
gene:Rv2227,Rv2227,black,0.588436641,conserved hypotheticals,NA,NA
gene:Rv2228c,Rv2228c,tan,0.855910067,information pathways,vitamin metabolic process,"catalytic activity, acting on RNA, hydrolase activity"
gene:Rv2229c,Rv2229c,tan,0.909489777,conserved hypotheticals,NA,NA
gene:Rv2230c,Rv2230c,magenta,0.898623328,conserved hypotheticals,NA,NA
gene:Rv2231c,cobC,magenta,0.918682292,intermediary metabolism and respiration,NA,NA
gene:Rv2231A,vapC16,yellow,0.580541358,"virulence, detoxification, adaptation",NA,"catalytic activity, acting on RNA, hydrolase activity"
gene:Rv2231B,vapB16,turquoise,0.290598788,"virulence, detoxification, adaptation",NA,NA
gene:Rv2232,ptkA,black,0.662389696,regulatory proteins,protein modification process,"protein modification process, catalytic activity, acting on a protein, transferase activity"
gene:Rv2234,ptpA,thistle1,0.766010519,regulatory proteins,protein modification process,"hydrolase activity, catalytic activity, acting on a protein"
gene:Rv2235,Rv2235,brown,0.022574628,cell wall and cell processes,NA,NA
gene:Rv2236c,cobD,turquoise,0.082767109,intermediary metabolism and respiration,vitamin metabolic process,"lyase activity, transmembrane transport, transporter activity"
gene:Rv2237,Rv2237,pink,0.568256404,conserved hypotheticals,NA,oxidoreductase activity
